bssid,essid,rssi,point
34:FC:B9:73:30:E5,HM-iotroam,-55,5
F4:2E:7F:1B:49:20,eduroam,-58,5
F4:2E:7F:1B:49:22,lrz,-58,5
F4:2E:7F:1B:49:24,@BayernWLAN,-58,5
A0:25:D7:CA:A1:C0,eduroam,-82,5
38:17:C3:44:90:60,eduroam,-80,5
F4:2E:7F:1B:9B:C0,eduroam,-90,5
A0:25:D7:CA:A1:C2,@BayernWLAN,-82,5
A0:25:D7:CA:A1:C3,lrz,-82,5
A0:25:D7:CA:A1:C4,mwn-events,-81,5
A0:25:D7:CA:A1:C5,HM-iotroam,-82,5
34:FC:B9:73:33:84,@BayernWLAN,-85,5
38:17:C3:44:90:62,lrz,-83,5
38:17:C3:44:90:63,mwn-events,-84,5
38:17:C3:44:90:64,@BayernWLAN,-84,5
38:17:C3:44:90:65,HM-iotroam,-83,5
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-83,5
24:62:CE:19:9E:20,eduroam,-88,5
38:17:C3:44:90:61,eduroam-IPv6only,-83,5
18:D6:C7:0F:63:8A,19BC,-51,5
E6:5F:01:D1:0F:68,main,-42,5
F4:2E:7F:1B:49:21,eduroam-IPv6only,-58,5
F4:2E:7F:1B:49:23,mwn-events,-58,5
F4:2E:7F:1B:49:25,HM-iotroam,-58,5
18:D6:C7:0A:8A:1F,1209,-42,5
60:E3:27:1C:2C:A4,1B45,-24,5
18:D6:C7:0C:AB:C7,1AD3,-48,5
34:FC:B9:73:30:E0,eduroam,-54,5
34:FC:B9:73:30:E1,eduroam-IPv6only,-54,5
34:FC:B9:73:30:E2,lrz,-54,5
34:FC:B9:73:30:E3,mwn-events,-54,5
34:FC:B9:73:30:E4,@BayernWLAN,-54,5
34:FC:B9:73:30:E5,HM-iotroam,-55,5
F4:2E:7F:1B:49:20,eduroam,-58,5
F4:2E:7F:1B:49:22,lrz,-59,5
F4:2E:7F:1B:49:24,@BayernWLAN,-59,5
A0:25:D7:CA:A1:C0,eduroam,-83,5
38:17:C3:44:90:60,eduroam,-81,5
F4:2E:7F:1B:9B:C0,eduroam,-90,5
A0:25:D7:CA:A1:C2,@BayernWLAN,-82,5
A0:25:D7:CA:A1:C3,lrz,-82,5
A0:25:D7:CA:A1:C4,mwn-events,-82,5
A0:25:D7:CA:A1:C5,HM-iotroam,-82,5
34:FC:B9:73:33:84,@BayernWLAN,-85,5
38:17:C3:44:90:62,lrz,-81,5
38:17:C3:44:90:63,mwn-events,-80,5
38:17:C3:44:90:64,@BayernWLAN,-84,5
38:17:C3:44:90:65,HM-iotroam,-83,5
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-82,5
24:62:CE:19:9E:20,eduroam,-89,5
38:17:C3:44:90:61,eduroam-IPv6only,-82,5
18:D6:C7:0F:63:8A,19BC,-46,5
E6:5F:01:D1:0F:68,main,-41,5
F4:2E:7F:1B:49:21,eduroam-IPv6only,-58,5
F4:2E:7F:1B:49:23,mwn-events,-59,5
F4:2E:7F:1B:49:25,HM-iotroam,-57,5
18:D6:C7:0A:8A:1F,1209,-43,5
60:E3:27:1C:2C:A4,1B45,-25,5
18:D6:C7:0C:AB:C7,1AD3,-49,5
34:FC:B9:73:30:E0,eduroam,-48,5
34:FC:B9:73:30:E1,eduroam-IPv6only,-49,5
34:FC:B9:73:30:E2,lrz,-49,5
34:FC:B9:73:30:E3,mwn-events,-50,5
34:FC:B9:73:30:E4,@BayernWLAN,-50,5
34:FC:B9:73:30:E5,HM-iotroam,-51,5
F4:2E:7F:1B:49:20,eduroam,-57,5
F4:2E:7F:1B:49:22,lrz,-59,5
F4:2E:7F:1B:49:24,@BayernWLAN,-59,5
A0:25:D7:CA:A1:C0,eduroam,-85,5
38:17:C3:44:90:60,eduroam,-81,5
F4:2E:7F:1B:9B:C0,eduroam,-89,5
A0:25:D7:CA:A1:C2,@BayernWLAN,-83,5
A0:25:D7:CA:A1:C3,lrz,-83,5
A0:25:D7:CA:A1:C4,mwn-events,-83,5
A0:25:D7:CA:A1:C5,HM-iotroam,-83,5
34:FC:B9:73:33:84,@BayernWLAN,-85,5
38:17:C3:44:90:62,lrz,-81,5
38:17:C3:44:90:63,mwn-events,-80,5
38:17:C3:44:90:64,@BayernWLAN,-84,5
38:17:C3:44:90:65,HM-iotroam,-83,5
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-82,5
24:62:CE:19:9E:20,eduroam,-89,5
38:17:C3:44:90:61,eduroam-IPv6only,-82,5
34:FC:B9:73:33:85,HM-iotroam,-86,5
A8:40:41:20:54:00,dragino-205400,-94,5
18:D6:C7:0F:63:8A,19BC,-44,5
E6:5F:01:D1:0F:68,main,-41,5
F4:2E:7F:1B:49:21,eduroam-IPv6only,-60,5
F4:2E:7F:1B:49:23,mwn-events,-59,5
F4:2E:7F:1B:49:25,HM-iotroam,-59,5
18:D6:C7:0A:8A:1F,1209,-43,5
60:E3:27:1C:2C:A4,1B45,-25,5
18:D6:C7:0C:AB:C7,1AD3,-46,5
34:FC:B9:73:30:E0,eduroam,-50,5
34:FC:B9:73:30:E1,eduroam-IPv6only,-50,5
34:FC:B9:73:30:E2,lrz,-50,5
34:FC:B9:73:30:E3,mwn-events,-50,5
34:FC:B9:73:30:E4,@BayernWLAN,-50,5
34:FC:B9:73:30:E5,HM-iotroam,-50,5
F4:2E:7F:1B:49:20,eduroam,-58,5
F4:2E:7F:1B:49:22,lrz,-59,5
F4:2E:7F:1B:49:24,@BayernWLAN,-59,5
A0:25:D7:CA:A1:C0,eduroam,-82,5
38:17:C3:44:90:60,eduroam,-82,5
F4:2E:7F:1B:9B:C0,eduroam,-89,5
A0:25:D7:CA:A1:C2,@BayernWLAN,-83,5
A0:25:D7:CA:A1:C3,lrz,-83,5
A0:25:D7:CA:A1:C4,mwn-events,-82,5
A0:25:D7:CA:A1:C5,HM-iotroam,-83,5
34:FC:B9:73:33:84,@BayernWLAN,-85,5
38:17:C3:44:90:62,lrz,-81,5
38:17:C3:44:90:63,mwn-events,-84,5
38:17:C3:44:90:64,@BayernWLAN,-83,5
38:17:C3:44:90:65,HM-iotroam,-82,5
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-82,5
24:62:CE:19:9E:20,eduroam,-89,5
38:17:C3:44:90:61,eduroam-IPv6only,-82,5
34:FC:B9:73:33:85,HM-iotroam,-86,5
A8:40:41:20:54:00,dragino-205400,-94,5
