bssid,essid,rssi,point
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-82,9
A0:25:D7:CA:A1:C2,@BayernWLAN,-82,9
A0:25:D7:CA:A1:C3,lrz,-81,9
A0:25:D7:CA:A1:C4,mwn-events,-82,9
F4:2E:7F:1B:9B:C0,eduroam,-89,9
A0:25:D7:CA:A1:C5,HM-iotroam,-82,9
34:FC:B9:73:33:80,eduroam,-81,9
24:62:CE:1A:12:E0,eduroam,-89,9
18:D6:C7:0F:63:8A,19BC,-54,9
E6:5F:01:D1:0F:68,main,-40,9
F4:2E:7F:1B:49:21,eduroam-IPv6only,-55,9
F4:2E:7F:1B:49:23,mwn-events,-56,9
F4:2E:7F:1B:49:25,HM-iotroam,-56,9
18:D6:C7:0A:8A:1F,1209,-36,9
60:E3:27:1C:2C:A4,1B45,-36,9
18:D6:C7:0C:AB:C7,1AD3,-45,9
34:FC:B9:73:30:E0,eduroam,-42,9
34:FC:B9:73:30:E1,eduroam-IPv6only,-40,9
34:FC:B9:73:30:E2,lrz,-43,9
34:FC:B9:73:30:E3,mwn-events,-43,9
34:FC:B9:73:30:E4,@BayernWLAN,-45,9
34:FC:B9:73:30:E5,HM-iotroam,-44,9
F4:2E:7F:1B:49:20,eduroam,-54,9
F4:2E:7F:1B:49:22,lrz,-55,9
F4:2E:7F:1B:49:24,@BayernWLAN,-56,9
38:17:C3:44:90:60,eduroam,-82,9
38:17:C3:44:90:64,@BayernWLAN,-83,9
38:17:C3:44:90:61,eduroam-IPv6only,-83,9
38:17:C3:44:90:62,lrz,-83,9
38:17:C3:44:90:63,mwn-events,-82,9
38:17:C3:44:90:65,HM-iotroam,-83,9
A0:25:D7:CA:A1:C0,eduroam,-80,9
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-82,9
A0:25:D7:CA:A1:C2,@BayernWLAN,-82,9
A0:25:D7:CA:A1:C3,lrz,-79,9
A0:25:D7:CA:A1:C4,mwn-events,-79,9
F4:2E:7F:1B:9B:C0,eduroam,-88,9
A0:25:D7:CA:A1:C5,HM-iotroam,-79,9
34:FC:B9:73:33:80,eduroam,-84,9
24:62:CE:1A:12:E0,eduroam,-89,9
34:FC:B9:73:33:85,HM-iotroam,-82,9
34:FC:B9:73:33:82,lrz,-84,9
34:FC:B9:73:33:83,mwn-events,-84,9
34:FC:B9:73:33:84,@BayernWLAN,-84,9
3A:3F:B3:09:5E:EA,Vodafone Homespot,-91,9
18:D6:C7:0F:63:8A,19BC,-43,9
E6:5F:01:D1:0F:68,main,-40,9
F4:2E:7F:1B:49:21,eduroam-IPv6only,-57,9
F4:2E:7F:1B:49:23,mwn-events,-53,9
F4:2E:7F:1B:49:25,HM-iotroam,-57,9
18:D6:C7:0A:8A:1F,1209,-40,9
60:E3:27:1C:2C:A4,1B45,-36,9
18:D6:C7:0C:AB:C7,1AD3,-47,9
34:FC:B9:73:30:E0,eduroam,-42,9
34:FC:B9:73:30:E1,eduroam-IPv6only,-44,9
34:FC:B9:73:30:E2,lrz,-43,9
34:FC:B9:73:30:E3,mwn-events,-41,9
34:FC:B9:73:30:E4,@BayernWLAN,-43,9
34:FC:B9:73:30:E5,HM-iotroam,-42,9
F4:2E:7F:1B:49:20,eduroam,-56,9
F4:2E:7F:1B:49:22,lrz,-56,9
F4:2E:7F:1B:49:24,@BayernWLAN,-56,9
38:17:C3:44:90:60,eduroam,-82,9
38:17:C3:44:90:64,@BayernWLAN,-82,9
38:17:C3:44:90:61,eduroam-IPv6only,-83,9
38:17:C3:44:90:62,lrz,-82,9
38:17:C3:44:90:63,mwn-events,-90,9
38:17:C3:44:90:65,HM-iotroam,-83,9
A0:25:D7:CA:A1:C0,eduroam,-82,9
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-81,9
A0:25:D7:CA:A1:C2,@BayernWLAN,-81,9
A0:25:D7:CA:A1:C3,lrz,-82,9
A0:25:D7:CA:A1:C4,mwn-events,-81,9
F4:2E:7F:1B:9B:C0,eduroam,-90,9
A0:25:D7:CA:A1:C5,HM-iotroam,-81,9
34:FC:B9:73:33:80,eduroam,-83,9
24:62:CE:1A:12:E0,eduroam,-89,9
34:FC:B9:73:33:85,HM-iotroam,-83,9
34:FC:B9:73:33:82,lrz,-84,9
34:FC:B9:73:33:83,mwn-events,-84,9
34:FC:B9:73:33:84,@BayernWLAN,-84,9
3A:3F:B3:09:5E:EA,Vodafone Homespot,-91,9
34:FC:B9:73:33:81,eduroam-IPv6only,-84,9
18:D6:C7:0F:63:8A,19BC,-44,9
E6:5F:01:D1:0F:68,main,-42,9
F4:2E:7F:1B:49:21,eduroam-IPv6only,-55,9
F4:2E:7F:1B:49:23,mwn-events,-58,9
F4:2E:7F:1B:49:25,HM-iotroam,-54,9
18:D6:C7:0A:8A:1F,1209,-39,9
60:E3:27:1C:2C:A4,1B45,-37,9
18:D6:C7:0C:AB:C7,1AD3,-44,9
34:FC:B9:73:30:E0,eduroam,-44,9
34:FC:B9:73:30:E1,eduroam-IPv6only,-44,9
34:FC:B9:73:30:E2,lrz,-46,9
34:FC:B9:73:30:E3,mwn-events,-45,9
34:FC:B9:73:30:E4,@BayernWLAN,-45,9
34:FC:B9:73:30:E5,HM-iotroam,-45,9
F4:2E:7F:1B:49:20,eduroam,-55,9
F4:2E:7F:1B:49:22,lrz,-58,9
F4:2E:7F:1B:49:24,@BayernWLAN,-58,9
38:17:C3:44:90:60,eduroam,-81,9
38:17:C3:44:90:64,@BayernWLAN,-83,9
38:17:C3:44:90:61,eduroam-IPv6only,-83,9
38:17:C3:44:90:62,lrz,-83,9
38:17:C3:44:90:63,mwn-events,-83,9
38:17:C3:44:90:65,HM-iotroam,-83,9
A0:25:D7:CA:A1:C0,eduroam,-80,9
A0:25:D7:CA:A1:C1,eduroam-IPv6only,-80,9
A0:25:D7:CA:A1:C2,@BayernWLAN,-80,9
A0:25:D7:CA:A1:C3,lrz,-79,9
A0:25:D7:CA:A1:C4,mwn-events,-79,9
F4:2E:7F:1B:9B:C0,eduroam,-89,9
A0:25:D7:CA:A1:C5,HM-iotroam,-79,9
34:FC:B9:73:33:80,eduroam,-83,9
24:62:CE:1A:12:E0,eduroam,-89,9
34:FC:B9:73:33:85,HM-iotroam,-84,9
34:FC:B9:73:33:82,lrz,-83,9
34:FC:B9:73:33:83,mwn-events,-84,9
34:FC:B9:73:33:84,@BayernWLAN,-83,9
3A:3F:B3:09:5E:EA,Vodafone Homespot,-91,9
34:FC:B9:73:33:81,eduroam-IPv6only,-83,9
